TP_FUNDO,CNPJ_FUNDO,DENOM_SOCIAL,DT_REG,DT_CONST,CD_CVM,DT_CANCEL,SIT,DT_INI_SIT,DT_INI_ATIV,DT_INI_EXERC,DT_FIM_EXERC,CLASSE,DT_INI_CLASSE,RENTAB_FUNDO,CONDOM,FUNDO_COTAS,FUNDO_EXCLUSIVO,TRIB_LPRAZO,PUBLICO_ALVO,ENTID_INVEST,TAXA_PERFM,INF_TAXA_PERFM,TAXA_ADM,INF_TAXA_ADM,VL_PATRIM_LIQ,DT_PATRIM_LIQ,DIRETOR,CNPJ_ADMIN,ADMIN,PF_PJ_GESTOR,CPF_CNPJ_GESTOR,GESTOR,CNPJ_AUDITOR,AUDITOR,CNPJ_CUSTODIANTE,CUSTODIANTE,CNPJ_CONTROLADOR,CONTROLADOR,INVEST_CEMPR_EXTER,CLASSE_ANBIMA
FI,10740569000147,FUNDO DE INVESTIMENTO BARRA MULTIMERCADO - PRECE CV-BD,2011-07-04,2009-03-02,164011,2025-04-25,CANCELADA,2025-04-25,2011-07-22,2024-10-01,2025-09-30,Multimercado,2009-03-02,null,Aberto,N,N,N,Profissional,null,0,null,0,null,0,2025-05-23,GUSTAVO COTTA PIERSANTI,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,PJ,30.030.696/0001-60,PRECE - PREVIDENCIA COMPLEMENTAR,10.830.108/0001-65,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.,30.306.294/0001-45,BANCO BTG PACTUAL S/A,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,N,Multimercados Livre
FI,10740598000109,FUNDO DE INVESTIMENTO CAIXA CORCOVADO MULTIMERCADO,2009-12-22,2009-03-02,134066,2014-04-07,CANCELADA,2014-04-07,2010-01-04,2021-10-01,2022-09-30,Multimercado,2009-03-02,Índice de Preços ao Consumidor Amplo (IPCA/IBGE),Aberto,N,S,null,null,null,null,null,null,"0,104",30322746,2014-04-04,LAIZA FABIOLA MARTINS DE SANTA ROSA,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,PJ,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,60.746.948/0001-12,BANCO BRADESCO S.A.,60.746.948/0001-12,BANCO BRADESCO S.A.,N,null
FI,10740612000174,FUNDO DE INVESTIMENTO CAIXA CELI MULTIMERCADO CREDITO PRIVADO LONGO PRAZO,2010-02-10,2009-03-03,136077,2015-08-28,CANCELADA,2015-08-28,2010-02-22,2021-01-01,2021-12-31,Multimercado,2009-03-03,null,Aberto,N,S,S,null,null,null,null,null,"0,5",2513.79,2015-09-09,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10740698000135,FUNDO DE INVESTIMENTO CAIXA FACE RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO,2010-10-25,2009-03-03,149810,2014-08-15,CANCELADA,2014-08-15,2010-10-29,2021-01-01,2021-12-31,Renda Fixa,2009-03-03,null,Aberto,N,S,S,null,null,null,null,null,"0,27",0,2014-08-20,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10740716000189,FUNDO DE INVESTIMENTO CAIXA MASTER TERMO RENDA FIXA LONGO PRAZO,2010-12-06,2009-03-03,152439,2017-06-30,CANCELADA,2017-06-30,2010-12-06,2021-07-01,2022-06-30,Renda Fixa,2009-03-03,null,Aberto,N,N,S,null,null,0,null,0.02,null,0,2017-07-03,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10740760000199,FUNDO DE INVESTIMENTO CAIXA NATAL RENDA FIXA LONGO PRAZO,2011-04-14,2009-03-03,159298,2013-03-19,CANCELADA,2013-03-19,2011-04-14,2021-01-01,2021-12-31,Renda Fixa,2009-03-03,null,Aberto,N,N,S,null,null,null,null,null,"0,1",0,2013-03-21,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10740775000157,FUNDO DE INVESTIMENTO CAIXA CAPITAL PROTEGIDO V MULTIMERCADO,2011-06-22,2009-03-03,163317,2013-02-13,CANCELADA,2013-02-13,2011-06-27,2021-07-01,2022-06-30,Multimercado,2009-03-03,Ibovespa,Fechado,N,N,S,null,null,null,null,null,"1,6",0,2013-02-18,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10756533000151,MAUÁ DI MASTER FUNDO DE INVESTIMENTO REFERENCIADO,2009-06-17,2009-06-17,124273,2009-09-30,CANCELADA,2009-09-30,2009-06-22,2021-04-01,2022-03-31,Referenciado,2009-06-17,DI de um dia,Aberto,N,N,S,null,null,null,null,0,null,0,2009-10-05,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10756569000135,NOVERO CRÉDITO PRIVADO MASTER FUNDO DE INVESTIMENTO RENDA FIXA,2009-08-25,2009-04-07,127396,2018-05-17,CANCELADA,2018-05-17,2009-08-28,2021-04-01,2022-03-31,Renda Fixa,2016-05-23,null,Aberto,N,N,S,null,null,0,null,0.05,null,0,2018-07-17,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10756612000162,FAMA STRIKER MN MASTER FUNDO DE INVESTIMENTO DE AÇÕES,2009-05-18,2009-04-07,123153,2014-06-24,CANCELADA,2014-06-24,2009-05-22,2021-07-01,2022-06-30,Ações,2014-06-23,Não se aplica,Aberto,N,N,S,null,null,null,null,0,null,0,2014-07-04,CARLOS ALBERTO SARAIVA,02.201.501/0001-61,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,PJ,00.156.956/0001-87,FAMA RE.CAPITAL LTDA,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,60.746.948/0001-12,BANCO BRADESCO S.A.,02.201.501/0001-61,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,N,null
FI,10756629000110,ÁTICO PERFORMA FUNDO DE INVESTIMENTO MULTIMERCADO,2009-05-11,2009-04-07,122866,2013-07-03,CANCELADA,2013-07-03,2009-05-25,2021-04-01,2022-03-31,Multimercado,2009-04-07,OUTROS,Aberto,N,N,S,null,null,20,null,2,null,0,2013-07-09,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10756637000166,BES ASSET ALLOCATION FUNDO DE INVESTIMENTO MULTIMERCADO,2009-06-30,2009-04-07,125059,2010-11-19,CANCELADA,2010-11-19,2009-06-30,2021-04-01,2022-03-31,Multimercado,2009-04-07,DI de um dia,Aberto,N,N,S,null,null,20,null,0.9,null,0,2010-11-30,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10756645000102,DA VINCI FUNDO INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO,2009-05-14,2009-04-07,122980,2012-09-03,CANCELADA,2012-09-03,2009-05-14,2021-04-01,2022-03-31,Multimercado,2009-04-07,DI de um dia,Aberto,N,N,S,null,null,null,null,null,"0,30",77541.75,2012-09-20,null,null,null,null,null,null,null,null,null,null,null,null,S,null
FI,10756655000148,SEIVAL - MASTER FUNDO DE INVESTIMENTO MULTIMERCADO,2009-05-13,2009-04-07,122939,2011-06-01,CANCELADA,2011-06-01,2009-05-18,2021-04-01,2022-03-31,Multimercado,2009-04-07,DI de um dia,Aberto,N,N,S,null,null,null,null,0,null,0,2011-06-08,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10758040000150,RAVELLO-FUNDO DE INV MULTIMERCADO - CRED PRIVADO-IQ,2009-08-05,2009-08-03,126462,2013-01-04,CANCELADA,2013-01-04,2009-08-21,2021-01-01,2021-12-31,Multimercado,2009-08-03,DI de um dia,Aberto,N,N,N,null,null,null,null,null,"0,4",0,2013-01-14,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10758151000167,SAINT-EMILION FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2009-08-05,2009-08-03,126454,2023-03-22,CANCELADA,2023-03-22,2009-08-21,2023-01-01,2023-12-31,Multimercado,2009-08-03,OUTROS,Aberto,N,N,null,Profissional,null,0,null,0.43,null,36010247.44,2023-03-22,ANDRE BERNARDINO DA CRUZ FILHO,00.066.670/0001-00,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,PJ,11.519.438/0001-05,UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,60.746.948/0001-12,BANCO BRADESCO S.A.,60.746.948/0001-12,BANCO BRADESCO S.A.,S,Multimercados Invest. no Exterior
FI,10758216000174,ALFA DIVIDENDOS - FUNDO DE INVESTIMENTO EM AÇÕES - IQ,2009-07-27,2009-07-03,126004,2018-03-22,CANCELADA,2018-03-22,2009-08-03,2021-10-01,2022-09-30,Ações,2009-07-03,Ibovespa,Aberto,N,N,null,null,null,0,null,1.5,null,4050533.4,2018-03-21,ADILSON AUGUSTO MARTINS JÚNIOR,60.770.336/0001-65,BANCO ALFA DE INVESTIMENTO S.A.,PJ,60.770.336/0001-65,BANCO ALFA DE INVESTIMENTO S.A.,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,60.746.948/0001-12,BANCO BRADESCO S.A.,60.746.948/0001-12,BANCO BRADESCO S.A.,N,null
FI,10761317000102,TERMO FUNDO DE INVESTIMENTO RENDA FIXA SUL AMERICA,2010-02-11,2009-03-20,136107,2024-07-11,CANCELADA,2024-07-11,2010-02-25,2024-04-01,2025-03-31,Renda Fixa,2010-03-26,DI de um dia,Aberto,N,N,S,Público Geral,null,0,null,0,null,0,2024-07-10,MARIA AUGUSTA CRESPO MOSCA TOMITA,32.206.435/0001-83,SUL AMERICA INVESTIMENTOS DTVM S.A.,PJ,21.813.291/0001-07,SUL AMÉRICA INVESTIMENTOS GESTORA DE RECURSOS S.A.,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,60.746.948/0001-12,BANCO BRADESCO S.A.,60.746.948/0001-12,BANCO BRADESCO S.A.,N,Renda Fixa Duração Livre Grau de Invest.
FI,10761337000175,SUL AMÉRICA IMOLA FUNDO DE INVESTIMENTO EM AÇÕES,2009-04-28,2009-03-03,122424,2012-05-21,CANCELADA,2012-05-21,2009-05-08,2021-07-01,2022-06-30,Ações,2009-04-29,IBrX,Aberto,N,S,null,null,null,null,null,null,"0,22",0,2012-05-18,ROBERTA ANCHIETA DA SILVA,62.418.140/0001-31,INTRAG DTVM LTDA.,PJ,32.206.435/0001-83,SUL AMERICA INVESTIMENTOS DTVM S.A.,61.562.112/0001-20,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,60.701.190/0001-04,ITAU UNIBANCO S.A.,60.701.190/0001-04,ITAU UNIBANCO S.A.,N,null
FI,10761350000124,SUL AMÉRICA CAPITAL PROTEGIDO II - IBOVESPA FUNDO DE INVESTIMENTO MULTIMERCADO,2009-05-20,2009-03-03,123285,2010-10-15,CANCELADA,2010-10-15,2009-06-05,2021-01-01,2021-12-31,Multimercado,2009-03-03,Ibovespa,Aberto,N,N,S,null,null,null,null,null,"1,00",0,2010-11-09,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10761365000192,SUL AMÉRICA CAPITAL PROTEGIDO III FUNDO DE INVESTIMENTO MULTIMERCADO,2009-09-08,2009-03-03,127841,2011-05-27,CANCELADA,2011-05-27,2009-09-16,2021-10-01,2022-09-30,Multimercado,2009-09-04,Ibovespa,Aberto,N,N,S,null,null,null,null,null,"0,45% da 1ª integralização de cotas até o final do período de captação após, 1,00% aa",0,2011-06-15,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10761375000128,FUNDO DE INVESTIMENTO EM AÇÕES SUL AMÉRICA GOVERNANÇA I,2010-06-22,2009-03-03,143260,2017-03-31,CANCELADA,2017-03-31,2010-07-01,2021-01-01,2021-12-31,Ações,2009-03-03,OUTROS,Aberto,N,N,null,null,null,20,null,2,null,0,2017-04-06,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10772449000121,OSLO FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA,2010-11-19,2009-04-14,151343,2014-12-23,CANCELADA,2014-12-23,2010-12-13,2021-01-01,2021-12-31,Multimercado,2009-04-14,OUTROS,Fechado,N,S,N,null,null,null,null,null,"0,25, com remuneração mínima mensal de R$ 15.000,00 (quinze mil reais)",79006116.98,2015-01-29,null,null,null,null,null,null,null,null,null,null,null,null,S,null
FI,10776493000100,NEWCOM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO,2009-07-30,2009-07-23,126110,2010-08-10,CANCELADA,2010-08-10,2009-07-31,2021-07-01,2022-06-30,Multimercado,2009-07-23,OUTROS,Aberto,S,N,N,null,null,null,null,null,"0,45",0,2010-09-15,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10776497000198,NICE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO,2009-08-28,2009-08-24,127523,2011-06-27,CANCELADA,2011-06-27,2009-08-31,2021-07-01,2022-06-30,Multimercado,2009-08-24,OUTROS,Aberto,S,N,N,null,null,null,null,null,"0,45",0,2011-06-28,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10776572000110,VENEZA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,2009-09-21,2009-09-15,128910,2016-06-17,CANCELADA,2016-06-17,2009-10-30,2021-09-01,2022-08-31,Multimercado,2009-09-15,OUTROS,Aberto,S,N,N,null,null,0,null,0.38,null,0,2016-06-24,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10776600000108,ALDEBARAN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,2009-05-15,2009-05-04,123080,2014-07-18,CANCELADA,2014-07-18,2009-05-15,2021-08-01,2022-07-31,Multimercado,2009-05-04,OUTROS,Fechado,S,N,N,null,null,null,null,null,"0,20",0,2014-07-25,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10776604000188,RD2 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO,2009-06-01,2009-05-19,123633,2010-08-27,CANCELADA,2010-08-27,2009-06-01,2021-08-01,2022-07-31,Multimercado,2009-05-19,OUTROS,Aberto,S,N,N,null,null,null,null,null,"0,50",0,2010-09-14,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10776635000139,SARDENHA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO,2009-08-07,2009-07-29,126691,2014-11-12,CANCELADA,2014-11-12,2009-08-20,2021-08-01,2022-07-31,Multimercado,2009-07-29,OUTROS,Fechado,S,N,N,null,null,null,null,null,"0,30",0,2014-12-01,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10776665000145,LAZULLI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO,2009-06-08,2009-05-25,124036,2013-03-15,CANCELADA,2013-03-15,2009-06-09,2021-06-01,2022-05-31,Multimercado,2009-05-25,OUTROS,Aberto,S,N,N,null,null,null,null,null,"0,45",0,2013-03-26,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10777337000163,ESPARTA FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,2009-07-20,2009-07-02,125849,2024-08-15,CANCELADA,2024-08-15,2009-07-20,2024-08-01,2025-07-31,Multimercado,2009-07-02,Não se aplica,Aberto,S,S,null,Profissional,null,10,O fundo cobrara 10.00 % do que exceder 100.00 % o indice CDIE. A taxa de performance sera paga no(s) mes(es) de Janeiro e Julho,0.25,null,0,2024-08-28,GUSTAVO COTTA PIERSANTI,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,PJ,60.451.242/0001-23,BTG PACTUAL WM GESTÃO DE RECURSOS LTDA,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,30.306.294/0001-45,BANCO BTG PACTUAL S/A,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,S,Multimercados Invest. no Exterior
FI,10777371000138,MALTA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,2009-09-08,2009-08-28,127876,2013-11-29,CANCELADA,2013-11-29,2009-09-03,2021-07-01,2022-06-30,Multimercado,2009-08-28,OUTROS,Aberto,S,N,N,null,null,null,null,null,"0,55",0,2013-12-13,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10779529000109,CSHG TREE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE,2009-04-30,2009-04-22,122580,2015-03-02,CANCELADA,2015-03-02,2009-04-30,2021-04-01,2022-03-31,Multimercado,2009-04-22,DI de um dia,Fechado,S,N,S,null,null,null,null,null,"Mínimo de 25.000,00 aa / 0,4% até R$ 30MM / 0,3% de R$ 30MM a R$ 50MM / 0,25% de R$ 50MM a R$ 100MM / 0,15% de R$ 100MM a R$ 300MM / 0,1% acima de R$ 300 MM.",0,2015-03-03,null,null,null,null,null,null,null,null,null,null,null,null,S,null
FI,10784299000176,CSHG BUDAPESTE FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO,2009-08-28,2009-08-28,127531,2015-10-23,CANCELADA,2015-10-23,2009-08-31,2021-09-01,2022-08-31,Multimercado,2009-08-28,DI de um dia,Aberto,N,N,S,null,null,null,null,null,"Mínimo de 80.000,00 aa - 0,4% até 30MM 0,3% de R$ 30MM a R$ 50MM 0,25% de R$ 50MM a R$ 100MM 0,15% de R$ 100MM a R$ 300MM 0,1% acima de R$ 300 MM",0,2015-10-23,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10784308000129,MMC FUNDO DE INVESTIMENTO EM AÇÕES,2009-08-21,2009-08-21,127230,2012-12-03,CANCELADA,2012-12-03,2009-09-15,2021-03-01,2022-02-28,Ações,2009-08-21,Ibovespa,Aberto,N,N,N,null,null,null,null,null,"0,50% a.a",0,2013-01-04,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10784321000188,VIC FG 2 CRÉDITO PRIVADO FUNDO DE INVESTIMENTO REFERENCIADO DI,2009-08-20,2009-08-20,127159,2011-08-29,CANCELADA,2011-08-29,2009-08-21,2021-08-01,2022-07-31,Referenciado,2010-09-27,DI de um dia,Aberto,N,N,N,null,null,null,null,null,"0,06% aa (base 252)",0,2011-09-28,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10784326000100,CA INDOSUEZ REIMS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,2009-07-16,2009-05-25,125750,2021-11-25,CANCELADA,2021-11-25,2009-10-06,2021-07-01,2022-06-30,Multimercado,2009-05-25,DI de um dia,Aberto,N,N,S,Profissional,null,0,null,0.003,null,0,2021-12-08,URBANO ARAÚJO DE MORAES,01.638.542/0001-57,SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,PJ,01.638.542/0001-57,SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,60.746.948/0001-12,BANCO BRADESCO S.A.,60.746.948/0001-12,BANCO BRADESCO S.A.,S,null
FI,10784356000117,BEMBOL - FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO,2009-06-08,2009-06-03,124044,2010-07-26,CANCELADA,2010-07-26,2009-06-25,2021-06-01,2022-05-31,Multimercado,2009-06-03,OUTROS,Aberto,N,N,N,null,null,null,null,null,"(i) R$ 4.200,00 ao ano, ou 0,15% a.a. ao ano,calculados sobre o patrimônio líquido do FUNDO, o que for maior e (ii) 0,25% ao ano, calculados sobre o valor total da Carteira do FUNDO, excluindo-se o montante correspondente aos investimentos realizados pelo FUNDO em cotas de fundos de investimento ou fundos de investimento em cotas de fundos de investimento.",0,2010-09-27,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10784563000171,RPM 2 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2009-07-30,2009-07-30,126179,2014-08-28,CANCELADA,2014-08-28,2009-08-03,2021-08-01,2022-07-31,Multimercado,2009-07-30,Não se aplica,Fechado,N,N,S,null,null,null,null,null,"0,14% Fica desde já estabelecida uma remuneração mínima mensal de R$ 2,50000 (dois mil e quinhentos Reais) devido à ADMINISTRADORA,",0,2014-08-29,ALLAN HADID,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,PJ,60.451.242/0001-23,BTG PACTUAL WM GESTÃO DE RECURSOS LTDA,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,30.306.294/0001-45,BANCO BTG PACTUAL S/A,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,S,null
FI,10784570000173,QUIMERA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIIMENTO MULTIMERCADO,2009-07-16,2009-04-07,125768,2013-11-12,CANCELADA,2013-11-12,2009-09-01,2021-05-01,2022-04-30,Multimercado,2009-04-07,DI de um dia,Aberto,S,N,S,null,null,null,null,null,"Taxa de administração correspondente ao maior, entre os seguintes valores: (i) 0,35% (trinta e cinco centésimos por cento) ao ano sobre o valor do",0,2013-11-26,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10784571000118,RPM 2 - FUNDO DE INVESTIMENTO MULTIMERCADO,2009-07-30,2009-07-30,126187,2012-05-17,CANCELADA,2012-05-17,2009-09-04,2021-08-01,2022-07-31,Multimercado,2009-07-30,null,Aberto,N,N,N,null,null,null,null,null,"0,56 a.a",0,2012-06-01,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10784579000184,HELION - FUNDO DE INVESTIMENTO MULTIMERCADO,2009-08-05,2009-08-03,126470,2013-07-19,CANCELADA,2013-07-19,2009-08-06,2021-08-01,2022-07-31,Multimercado,2009-08-03,null,Aberto,N,N,N,null,null,null,null,null,"0,51 a.a.",0,2013-08-15,LUIZA CAVALLEIRO DE MACEDO WEHLING GASPARIAN,33.868.597/0001-40,CITIBANK DTVM SA,PJ,12.695.840/0001-03,BTG PACTUAL GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA,61.562.112/0001-20,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,33.868.597/0001-40,CITIBANK DTVM SA,33.868.597/0001-40,CITIBANK DTVM SA,N,null
FI,10784607000163,SF3 FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,2009-08-07,2009-08-07,126713,2019-10-30,CANCELADA,2019-10-30,2009-08-14,2021-08-01,2022-07-31,Multimercado,2009-08-07,Não se aplica,Fechado,N,S,S,null,null,0,null,0.53,null,0,2019-11-06,null,null,null,null,null,null,null,null,null,null,null,null,S,null
FI,10786519000109,MACK FIM CRÉDITO PRIVADO,2009-09-08,2009-09-04,127892,2015-05-18,CANCELADA,2015-05-18,2009-09-22,2021-07-01,2022-06-30,Multimercado,2009-09-04,DI de um dia,Aberto,N,N,N,null,null,null,null,null,"0,56% a.a",0,2015-06-09,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10786533000102,JÚPITER 2 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2009-09-22,2009-09-17,129402,2017-11-17,CANCELADA,2017-11-17,2009-10-22,2021-01-01,2021-12-31,Multimercado,2009-09-17,DI de um dia,Fechado,N,N,N,null,null,15,null,0.06,null,0,2017-11-22,MARCELO VIEIRA FRANCISCO,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,PJ,09.490.248/0001-52,UBS CONSENSO INVESTIMENTOS LTDA.,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,S,null
FI,10786544000184,TRADITION II FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,2009-09-22,2009-09-17,129380,2017-05-25,CANCELADA,2017-05-25,2009-09-28,2021-01-01,2021-12-31,Multimercado,2009-09-17,DI de um dia,Fechado,N,N,N,null,null,0,null,0.06,null,0,2017-06-09,MARCELO VIEIRA FRANCISCO,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,PJ,09.490.248/0001-52,UBS CONSENSO INVESTIMENTOS LTDA.,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,S,null
FI,10786588000104,JUNDIÁ - FUNDO DE INVESTIMENTO EM AÇÕES,2009-10-01,2009-09-29,129976,2011-05-12,CANCELADA,2011-05-12,2009-10-19,2021-09-01,2022-08-31,Ações,2009-09-29,null,Aberto,N,N,null,null,null,null,null,null,"0,30% a.a.",0,2011-06-15,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,10787019000183,INDEPENDENTE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,2009-11-19,2009-11-09,132101,2012-12-06,CANCELADA,2012-12-06,2009-11-13,2020-12-01,2021-11-30,Multimercado,2009-11-09,DI de um dia,Aberto,N,N,N,null,null,null,null,null,"0,60% A.A.",0,2013-01-03,MARCELO VIEIRA FRANCISCO,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,PJ,50.650.241/0001-54,RBC BRASIL PARTICIPAÇÕES LTDA,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,N,null
FI,10787041000123,ANGRA FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR,2009-11-24,2009-11-13,132276,2015-07-17,CANCELADA,2015-07-17,2009-11-30,2021-09-01,2022-08-31,Multimercado,2009-11-13,DI de um dia,Aberto,S,N,N,null,null,null,null,null,"0,49",0,2015-07-29,null,null,null,null,null,null,null,null,null,null,null,null,S,null
